filename,original_file,label,label_id,split,feature_shape,audio_length,sample_rate,feature_dimensions,time_frames
201106131834_cardiac_pcgmix_plus_201105051017_alpha0.39_basic_98.npy,201106131834_cardiac_pcgmix_plus_201105051017_alpha0.39_basic_98.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_plus_201106070949_alpha0.34_basic_94.npy,201106101314_cardiac_pcgmix_plus_201106070949_alpha0.34_basic_94.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_plus_201106221254_alpha0.68_basic_54.npy,201106101314_cardiac_pcgmix_plus_201106221254_alpha0.68_basic_54.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_201105190800_alpha0.58_basic_101.npy,201106101314_cardiac_pcgmix_201105190800_alpha0.58_basic_101.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106190520.npy,201106190520.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_201106212112_alpha0.48_basic_3.npy,201106101314_cardiac_pcgmix_201106212112_alpha0.48_basic_3.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106212112_cardiac_pcgmix_plus_201106131834_alpha0.40_basic_48.npy,201106212112_cardiac_pcgmix_plus_201106131834_alpha0.40_basic_48.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040933.npy,201106040933.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106010602_cardiac_pcgmix_plus_201106111119_alpha0.63_optimal_46.npy,201106010602_cardiac_pcgmix_plus_201106111119_alpha0.63_optimal_46.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106010559_cardiac_pcgmix_plus_201106061233_alpha0.48_optimal_67.npy,201106010559_cardiac_pcgmix_plus_201106061233_alpha0.48_optimal_67.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201012172012_cardiac_pcgmix_201106010559_alpha0.38_basic_71.npy,201012172012_cardiac_pcgmix_201106010559_alpha0.38_basic_71.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105051017.npy,201105051017.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161019_cardiac_pcgmix_plus_201106040947_alpha0.55_optimal_96.npy,201106161019_cardiac_pcgmix_plus_201106040947_alpha0.55_optimal_96.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105051017_cardiac_pcgmix_201106131834_alpha0.67_basic_91.npy,201105051017_cardiac_pcgmix_201106131834_alpha0.67_basic_91.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105041959_cardiac_pcgmix_201106040947_alpha0.55_basic_37.npy,201105041959_cardiac_pcgmix_201106040947_alpha0.55_basic_37.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106041452_cardiac_pcgmix_plus_201106221254_alpha0.46_optimal_26.npy,201106041452_cardiac_pcgmix_plus_201106221254_alpha0.46_optimal_26.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_201106101955_alpha0.69_optimal_74.npy,201106101314_cardiac_pcgmix_201106101955_alpha0.69_optimal_74.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101955_cardiac_pcgmix_201106211041_alpha0.44_basic_31.npy,201106101955_cardiac_pcgmix_201106211041_alpha0.44_basic_31.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161019_cardiac_pcgmix_201106070949_alpha0.39_basic_59.npy,201106161019_cardiac_pcgmix_201106070949_alpha0.39_basic_59.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106021541_cardiac_pcgmix_201106131834_alpha0.44_optimal_45.npy,201106021541_cardiac_pcgmix_201106131834_alpha0.44_optimal_45.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040933_cardiac_pcgmix_plus_201106211430_alpha0.51_optimal_35.npy,201106040933_cardiac_pcgmix_plus_201106211430_alpha0.51_optimal_35.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106211041_cardiac_pcgmix_201106031558_alpha0.50_optimal_61.npy,201106211041_cardiac_pcgmix_201106031558_alpha0.50_optimal_61.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161219_cardiac_pcgmix_201106212112_alpha0.69_basic_23.npy,201106161219_cardiac_pcgmix_201106212112_alpha0.69_basic_23.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314.npy,201106101314.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106211430.npy,201106211430.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106010559_cardiac_pcgmix_201105041959_alpha0.46_basic_9.npy,201106010559_cardiac_pcgmix_201105041959_alpha0.46_basic_9.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106041452.npy,201106041452.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106221254_cardiac_pcgmix_plus_201106171003_alpha0.36_basic_49.npy,201106221254_cardiac_pcgmix_plus_201106171003_alpha0.36_basic_49.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106221254_cardiac_pcgmix_plus_201106171003_alpha0.66_optimal_19.npy,201106221254_cardiac_pcgmix_plus_201106171003_alpha0.66_optimal_19.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161019_cardiac_pcgmix_plus_201106070949_alpha0.65_basic_76.npy,201106161019_cardiac_pcgmix_plus_201106070949_alpha0.65_basic_76.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201012172012_cardiac_pcgmix_201106010559_alpha0.45_optimal_55.npy,201012172012_cardiac_pcgmix_201106010559_alpha0.45_optimal_55.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040933_cardiac_pcgmix_201106211430_alpha0.51_optimal_35.npy,201106040933_cardiac_pcgmix_201106211430_alpha0.51_optimal_35.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106031558_cardiac_pcgmix_201106111119_alpha0.45_basic_42.npy,201106031558_cardiac_pcgmix_201106111119_alpha0.45_basic_42.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161219.npy,201106161219.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105060108_cardiac_pcgmix_plus_201106212112_alpha0.54_optimal_5.npy,201105060108_cardiac_pcgmix_plus_201106212112_alpha0.54_optimal_5.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161219_cardiac_pcgmix_201106211430_alpha0.47_basic_97.npy,201106161219_cardiac_pcgmix_201106211430_alpha0.47_basic_97.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105060108_cardiac_pcgmix_201106010602_alpha0.54_optimal_47.npy,201105060108_cardiac_pcgmix_201106010602_alpha0.54_optimal_47.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106212112_cardiac_pcgmix_plus_201106171003_alpha0.42_optimal_73.npy,201106212112_cardiac_pcgmix_plus_201106171003_alpha0.42_optimal_73.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_201105040918_alpha0.40_optimal_77.npy,201106101314_cardiac_pcgmix_201105040918_alpha0.40_optimal_77.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106111119_cardiac_pcgmix_201106031558_alpha0.37_basic_52.npy,201106111119_cardiac_pcgmix_201106031558_alpha0.37_basic_52.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_plus_201106171003_alpha0.47_basic_18.npy,201106101314_cardiac_pcgmix_plus_201106171003_alpha0.47_basic_18.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106211041_cardiac_pcgmix_plus_201106070949_alpha0.43_basic_87.npy,201106211041_cardiac_pcgmix_plus_201106070949_alpha0.43_basic_87.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106212112.npy,201106212112.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106041452_cardiac_pcgmix_plus_201106171003_alpha0.38_optimal_12.npy,201106041452_cardiac_pcgmix_plus_201106171003_alpha0.38_optimal_12.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105041959_cardiac_pcgmix_201106212112_alpha0.66_optimal_89.npy,201105041959_cardiac_pcgmix_201106212112_alpha0.66_optimal_89.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040933_cardiac_pcgmix_plus_201106040947_alpha0.44_basic_110.npy,201106040933_cardiac_pcgmix_plus_201106040947_alpha0.44_basic_110.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106221254_cardiac_pcgmix_201106031558_alpha0.41_optimal_72.npy,201106221254_cardiac_pcgmix_201106031558_alpha0.41_optimal_72.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201012172012_cardiac_pcgmix_plus_201106041452_alpha0.34_basic_1.npy,201012172012_cardiac_pcgmix_plus_201106041452_alpha0.34_basic_1.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106131834.npy,201106131834.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106041452_cardiac_pcgmix_plus_201106031558_alpha0.39_basic_64.npy,201106041452_cardiac_pcgmix_plus_201106031558_alpha0.39_basic_64.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106171003_cardiac_pcgmix_plus_201106221254_alpha0.64_optimal_85.npy,201106171003_cardiac_pcgmix_plus_201106221254_alpha0.64_optimal_85.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106190520_cardiac_pcgmix_plus_201106212112_alpha0.54_optimal_44.npy,201106190520_cardiac_pcgmix_plus_201106212112_alpha0.54_optimal_44.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106050353_cardiac_pcgmix_plus_201105190800_alpha0.46_optimal_38.npy,201106050353_cardiac_pcgmix_plus_201105190800_alpha0.46_optimal_38.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106041452_cardiac_pcgmix_plus_201105051017_alpha0.70_basic_92.npy,201106041452_cardiac_pcgmix_plus_201105051017_alpha0.70_basic_92.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106211041_cardiac_pcgmix_201106070949_alpha0.43_basic_87.npy,201106211041_cardiac_pcgmix_201106070949_alpha0.43_basic_87.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106061233.npy,201106061233.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105041959_cardiac_pcgmix_201105190800_alpha0.57_basic_14.npy,201105041959_cardiac_pcgmix_201105190800_alpha0.57_basic_14.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105051017_cardiac_pcgmix_201106131834_alpha0.40_optimal_24.npy,201105051017_cardiac_pcgmix_201106131834_alpha0.40_optimal_24.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105190800_cardiac_pcgmix_201105041959_alpha0.45_basic_16.npy,201105190800_cardiac_pcgmix_201105041959_alpha0.45_basic_16.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161019.npy,201106161019.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161219_cardiac_pcgmix_plus_201106041452_alpha0.53_optimal_60.npy,201106161219_cardiac_pcgmix_plus_201106041452_alpha0.53_optimal_60.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106171003_cardiac_pcgmix_201106010559_alpha0.48_basic_57.npy,201106171003_cardiac_pcgmix_201106010559_alpha0.48_basic_57.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105051017_cardiac_pcgmix_plus_201106131834_alpha0.40_optimal_24.npy,201105051017_cardiac_pcgmix_plus_201106131834_alpha0.40_optimal_24.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106212112_cardiac_pcgmix_201106171003_alpha0.42_optimal_73.npy,201106212112_cardiac_pcgmix_201106171003_alpha0.42_optimal_73.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106221254.npy,201106221254.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106031558.npy,201106031558.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106171003_cardiac_pcgmix_201105040918_alpha0.65_basic_93.npy,201106171003_cardiac_pcgmix_201105040918_alpha0.65_basic_93.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106212112_cardiac_pcgmix_plus_201105060108_alpha0.59_optimal_7.npy,201106212112_cardiac_pcgmix_plus_201105060108_alpha0.59_optimal_7.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_plus_201105190800_alpha0.58_basic_101.npy,201106101314_cardiac_pcgmix_plus_201105190800_alpha0.58_basic_101.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105051017_cardiac_pcgmix_plus_201106131834_alpha0.67_basic_91.npy,201105051017_cardiac_pcgmix_plus_201106131834_alpha0.67_basic_91.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106010602_cardiac_pcgmix_201106211041_alpha0.53_optimal_17.npy,201106010602_cardiac_pcgmix_201106211041_alpha0.53_optimal_17.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105051017_cardiac_pcgmix_plus_201106171003_alpha0.44_basic_100.npy,201105051017_cardiac_pcgmix_plus_201106171003_alpha0.44_basic_100.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105060108_cardiac_pcgmix_201106211430_alpha0.40_basic_15.npy,201105060108_cardiac_pcgmix_201106211430_alpha0.40_basic_15.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106211041_cardiac_pcgmix_201106190520_alpha0.51_optimal_51.npy,201106211041_cardiac_pcgmix_201106190520_alpha0.51_optimal_51.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040933_cardiac_pcgmix_201106010559_alpha0.56_basic_65.npy,201106040933_cardiac_pcgmix_201106010559_alpha0.56_basic_65.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201012172012_cardiac_pcgmix_plus_201106041452_alpha0.54_basic_39.npy,201012172012_cardiac_pcgmix_plus_201106041452_alpha0.54_basic_39.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_201106171003_alpha0.47_basic_18.npy,201106101314_cardiac_pcgmix_201106171003_alpha0.47_basic_18.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105041959_cardiac_pcgmix_plus_201106040947_alpha0.55_basic_37.npy,201105041959_cardiac_pcgmix_plus_201106040947_alpha0.55_basic_37.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105060108.npy,201105060108.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106021541_cardiac_pcgmix_plus_201106190520_alpha0.57_basic_22.npy,201106021541_cardiac_pcgmix_plus_201106190520_alpha0.57_basic_22.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105060108_cardiac_pcgmix_plus_201106010602_alpha0.54_optimal_47.npy,201105060108_cardiac_pcgmix_plus_201106010602_alpha0.54_optimal_47.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106190520_cardiac_pcgmix_201105190800_alpha0.37_basic_70.npy,201106190520_cardiac_pcgmix_201105190800_alpha0.37_basic_70.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106031558_cardiac_pcgmix_201106010559_alpha0.60_optimal_63.npy,201106031558_cardiac_pcgmix_201106010559_alpha0.60_optimal_63.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040933_cardiac_pcgmix_plus_201106171003_alpha0.48_basic_32.npy,201106040933_cardiac_pcgmix_plus_201106171003_alpha0.48_basic_32.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_plus_201106212112_alpha0.48_basic_3.npy,201106101314_cardiac_pcgmix_plus_201106212112_alpha0.48_basic_3.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106031558_cardiac_pcgmix_201106021541_alpha0.35_optimal_88.npy,201106031558_cardiac_pcgmix_201106021541_alpha0.35_optimal_88.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201012172012_cardiac_pcgmix_plus_201106010559_alpha0.45_optimal_55.npy,201012172012_cardiac_pcgmix_plus_201106010559_alpha0.45_optimal_55.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161019_cardiac_pcgmix_plus_201106131834_alpha0.55_optimal_90.npy,201106161019_cardiac_pcgmix_plus_201106131834_alpha0.55_optimal_90.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106021541_cardiac_pcgmix_201105051017_alpha0.65_optimal_83.npy,201106021541_cardiac_pcgmix_201105051017_alpha0.65_optimal_83.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040947.npy,201106040947.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106190520_cardiac_pcgmix_201106211041_alpha0.46_basic_56.npy,201106190520_cardiac_pcgmix_201106211041_alpha0.46_basic_56.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040947_cardiac_pcgmix_201106161219_alpha0.63_optimal_104.npy,201106040947_cardiac_pcgmix_201106161219_alpha0.63_optimal_104.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161219_cardiac_pcgmix_201106041452_alpha0.53_optimal_60.npy,201106161219_cardiac_pcgmix_201106041452_alpha0.53_optimal_60.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106021541_cardiac_pcgmix_201106190520_alpha0.57_basic_22.npy,201106021541_cardiac_pcgmix_201106190520_alpha0.57_basic_22.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106131834_cardiac_pcgmix_plus_201106070949_alpha0.57_basic_43.npy,201106131834_cardiac_pcgmix_plus_201106070949_alpha0.57_basic_43.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161019_cardiac_pcgmix_plus_201105041959_alpha0.58_basic_33.npy,201106161019_cardiac_pcgmix_plus_201105041959_alpha0.58_basic_33.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106021541_cardiac_pcgmix_201012172012_alpha0.54_optimal_10.npy,201106021541_cardiac_pcgmix_201012172012_alpha0.54_optimal_10.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040947_cardiac_pcgmix_plus_201106161219_alpha0.63_optimal_104.npy,201106040947_cardiac_pcgmix_plus_201106161219_alpha0.63_optimal_104.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101955_cardiac_pcgmix_plus_201106211041_alpha0.44_basic_31.npy,201106101955_cardiac_pcgmix_plus_201106211041_alpha0.44_basic_31.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161219_cardiac_pcgmix_201106061233_alpha0.46_optimal_81.npy,201106161219_cardiac_pcgmix_201106061233_alpha0.46_optimal_81.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106041452_cardiac_pcgmix_201106031558_alpha0.39_basic_64.npy,201106041452_cardiac_pcgmix_201106031558_alpha0.39_basic_64.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040947_cardiac_pcgmix_plus_201106212112_alpha0.64_basic_2.npy,201106040947_cardiac_pcgmix_plus_201106212112_alpha0.64_basic_2.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106041452_cardiac_pcgmix_201105051017_alpha0.70_basic_92.npy,201106041452_cardiac_pcgmix_201105051017_alpha0.70_basic_92.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106101314_cardiac_pcgmix_plus_201105040918_alpha0.40_optimal_77.npy,201106101314_cardiac_pcgmix_plus_201105040918_alpha0.40_optimal_77.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106010559_cardiac_pcgmix_plus_201106101314_alpha0.56_optimal_4.npy,201106010559_cardiac_pcgmix_plus_201106101314_alpha0.56_optimal_4.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106171003.npy,201106171003.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106061233_cardiac_pcgmix_201106040933_alpha0.69_optimal_84.npy,201106061233_cardiac_pcgmix_201106040933_alpha0.69_optimal_84.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106050353_cardiac_pcgmix_201106161219_alpha0.52_optimal_11.npy,201106050353_cardiac_pcgmix_201106161219_alpha0.52_optimal_11.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106040947_cardiac_pcgmix_201012172012_alpha0.69_optimal_86.npy,201106040947_cardiac_pcgmix_201012172012_alpha0.69_optimal_86.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106221254_cardiac_pcgmix_201105060108_alpha0.44_optimal_30.npy,201106221254_cardiac_pcgmix_201105060108_alpha0.44_optimal_30.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106021541_cardiac_pcgmix_201105051017_alpha0.62_basic_58.npy,201106021541_cardiac_pcgmix_201105051017_alpha0.62_basic_58.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106161219_cardiac_pcgmix_201105041959_alpha0.39_optimal_68.npy,201106161219_cardiac_pcgmix_201105041959_alpha0.39_optimal_68.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106211430_cardiac_pcgmix_201106040947_alpha0.34_optimal_102.npy,201106211430_cardiac_pcgmix_201106040947_alpha0.34_optimal_102.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201106010602_cardiac_pcgmix_201106111119_alpha0.63_optimal_46.npy,201106010602_cardiac_pcgmix_201106111119_alpha0.63_optimal_46.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
201105051017_cardiac_pcgmix_201106211041_alpha0.34_basic_28.npy,201105051017_cardiac_pcgmix_201106211041_alpha0.34_basic_28.wav,artifact,0,train,"(181, 563)",144000,12000,181,563
