start_time,end_time,state,source_directory,source_filename,source_full_path,category
7.632721202003339,7.6928213689482465,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
7.712854757929883,7.833055091819699,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
7.853088480801335,7.953255425709516,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
7.973288814691152,8.253756260434058,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
8.273789649415694,8.333889816360601,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
8.353923205342237,8.714524207011687,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
8.734557595993323,8.834724540901503,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
8.854757929883139,9.5559265442404,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
9.575959933222036,9.636060100166944,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
9.65609348914858,12.0,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201105051017_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201105051017_states.csv,artifact
0.0,0.1402337228714524,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.1602671118530884,0.2003338898163606,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.2203672787979966,0.2804674457429048,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.3005008347245409,0.340567612687813,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.3606010016694491,0.4607679465776294,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.4808013355592654,0.5008347245409015,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.5208681135225376,0.5809682804674458,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.6010016694490818,0.66110183639399,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.681135225375626,0.7813021702838063,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.8013355592654424,0.8814691151919867,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.9015025041736228,0.9616026711185308,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.9816360601001668,1.001669449081803,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.021702838063439,1.121869782971619,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.1419031719532553,1.2420701168614356,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.2621035058430718,1.32220367278798,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.342237061769616,1.3823038397328882,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.4023372287145242,1.5025041736227045,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.5225375626043405,1.5626043405676129,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.5826377295492486,1.6427378964941568,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.662771285475793,1.7429048414023371,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.7629382303839731,1.8631051752921537,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
1.8831385642737897,5.208681135225375,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
5.228714524207011,5.28881469115192,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
5.308848080133556,5.469115191986645,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
5.489148580968281,5.589315525876461,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
5.609348914858097,5.969949916527546,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
5.989983305509182,6.05008347245409,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
6.070116861435726,7.171953255425709,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
7.191986644407345,7.292153589315526,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
7.312186978297162,7.392320534223706,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
7.412353923205342,7.472454090150251,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
7.492487479131887,8.153589315525876,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
8.173622704507512,8.273789649415694,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
8.29382303839733,8.373956594323873,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
8.39398998330551,8.454090150250417,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
8.474123539232053,12.0,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106161019_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106161019_states.csv,artifact
0.0,2.4841402337228713,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
2.5041736227045073,2.724540901502504,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
2.7445742904841404,2.8046744574290483,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
2.8247078464106843,3.1853088480801337,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
3.2053422370617697,3.30550918196995,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
3.325542570951586,3.666110183639399,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
3.686143572621035,3.7462437395659434,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
3.7662771285475793,3.96661101836394,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
3.986644407345576,4.086811352253756,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
4.106844741235392,4.587646076794658,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
4.607679465776294,4.667779632721202,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
4.687813021702838,5.469115191986645,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
5.489148580968281,5.589315525876461,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
5.609348914858097,5.989983305509182,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
6.010016694490818,6.070116861435726,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
6.090150250417362,6.410684474123539,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
6.430717863105175,6.530884808013355,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
6.550918196994991,6.771285475792988,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
6.791318864774624,6.851419031719533,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
6.871452420701169,7.332220367278798,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
7.352253756260434,7.452420701168614,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
7.472454090150251,7.993322203672788,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
8.013355592654424,8.073455759599332,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
8.093489148580968,8.253756260434058,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
8.273789649415694,8.373956594323873,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
8.39398998330551,8.614357262103505,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
8.634390651085141,8.694490818030049,S2,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
8.714524207011687,8.89482470784641,diastole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
8.914858096828047,9.015025041736228,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
9.035058430717864,12.0,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106061233_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106061233_states.csv,artifact
0.0,0.1202003338898163,S1,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106131834_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106131834_states.csv,artifact
0.1402337228714524,0.2003338898163606,systole,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output,201106131834_states.csv,/Users/gemwincanete/Audio/thesis/datasets/Denoised/artifact/Train/springer_segmentation_output/201106131834_states.csv,artifact
